date,type,title,f_concept,recordModified,latLong,f_location,json,f_place,id,place,RELS_EXT_isSequenceNumber_literal_ms,PID,label,collection,text_nodes_HOCR_hlt,_version_,name,recordCreated,location,RELS_EXT_isMemberOf_uri_ms
"",Person,,architects,2014-03-17T15:12:25.287Z,,,"{""pid"":""po:173""\,""type"":""Person""\,""label"":""Ingenegeren\, A.C.""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300024987""\,""$"":""architects""}\,""group"":""Architects who worked in Dutch colonies""\,""prefName"":""Ingenegeren\, A.C.""}\,""items"":{""Organization"":{""role"":""worked here""\,""pid"":""po:38""\,""label"":""Biro arsitek dan insinyur Sangkuriang N.V.""}}}",,po:173,,,po:173,"Ingenegeren, A.C.",collection:koloniaal_erfgoed,,1754747158647537664,"Ingenegeren\, A.C.,Architects who worked in Dutch colonies,Biro arsitek dan insinyur Sangkuriang N.V.,PT Sangkuriang. Biro Arsitek dan Insinyur,Biro arsitek dan insinjur Sankuriang n.v.,Biro arsitek dan insinjur Sangkuriang N.V.,PT Sangkuriang Biro Arsitek dan Insinyur",2014-01-29T11:52:48.223Z,,
"1891,1981",Person,,architects,2014-01-28T15:03:45.835Z,,,"{""pid"":""po:158""\,""type"":""Person""\,""label"":""Graaff\, P.C. de""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""birthDate"":""1891-05-23""\,""birth place"":{""pid"":""gn:2759794""\,""$"":""Amsterdam""}\,""concept"":{""pid"":""aat:300024987""\,""$"":""architects""}\,""deathDate"":""1981-10-13""\,""death place"":{""pid"":""gn:2759794""\,""$"":""Amsterdam""}\,""group"":""Architects who worked in Dutch colonies""\,""name"":[""Graaff\, Cornelis de""\,""Graaff\, Philippus Cornelis de""]\,""prefName"":""Graaff\, P.C. de""}\,""items"":null}","Amsterdam,Amsterdam",po:158,"Amsterdam,Amsterdam",,po:158,"Graaff, P.C. de",collection:koloniaal_erfgoed,,1754747583393169408,"Graaff\, Cornelis de,Graaff\, Philippus Cornelis de,Graaff\, P.C. de,Architects who worked in Dutch colonies",2014-01-28T15:03:42.484Z,,
"1915,2002",Person,,architects,2014-01-30T09:20:10.143Z,,,"{""pid"":""po:191""\,""type"":""Person""\,""label"":""Liem\, K.L.""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""birthDate"":""1915-10-28""\,""birth place"":{""pid"":""gn:1627896""\,""$"":""Semarang""}\,""concept"":{""pid"":""aat:300024987""\,""$"":""architects""}\,""deathDate"":2002\,""group"":""Architects who worked in Dutch colonies""\,""isPrimaryTopicOf"":{""url"":""http:\\/\\/zoeken.nai.nl\\/CIS\\/persoon\\/8273""}\,""name"":""Liem\, King Liem""\,""prefName"":""Liem\, K.L.""}\,""items"":null}",Semarang,po:191,Semarang,,po:191,"Liem, K.L.",collection:koloniaal_erfgoed,,1754747583489638400,"Liem\, King Liem,Liem\, K.L.,Architects who worked in Dutch colonies",2014-01-30T09:20:06.705Z,,
"",Person,,architects,2014-01-30T11:38:19.080Z,,,"{""pid"":""po:273""\,""type"":""Person""\,""label"":""Willekes MacDonald\, P.J.""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300024987""\,""$"":""architects""}\,""group"":""Architects who worked in Dutch colonies""\,""prefName"":""Willekes MacDonald\, P.J.""}\,""items"":null}",,po:273,,,po:273,"Willekes MacDonald, P.J.",collection:koloniaal_erfgoed,,1754748063286558720,"Willekes MacDonald\, P.J.,Architects who worked in Dutch colonies",2014-01-30T11:38:15.543Z,,
"1891,1966",Person,,architects,2014-09-18T15:00:03.064Z,,,"{""pid"":""po:190""\,""type"":""Person""\,""label"":""Liem\, B.T.""\,""datastream-ID"":[""TECHMD""\,""OBJ""\,""MEDIUM_SIZE""\,""TN""]\,""meta"":{""birthDate"":""1891-09-06""\,""birth place"":{""pid"":""gn:1627896""\,""$"":""Semarang""}\,""concept"":{""pid"":""aat:300024987""\,""$"":""architects""}\,""deathDate"":""1966-07-28""\,""group"":""Architects who worked in Dutch colonies""\,""isPrimaryTopicOf"":{""url"":""http:\\/\\/zoeken.nai.nl\\/CIS\\/persoon\\/4667""}\,""name"":""Liem Bwan Tjie""\,""prefName"":""Liem\, B.T.""}\,""items"":{""Building"":[{""role"":""has architect""\,""pid"":""bt:131""\,""label"":""Kantoorgebouwen Instituut voor mond-en-klauwzeer""\,""place"":{""pid"":""gn:1625822""\,""$"":""Surabaya""}\,""date"":1958}\,{""role"":""has architect""\,""pid"":""bt:156""\,""label"":""Kantoorgebouw Oei Tiong Ham""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1941}\,{""role"":""has architect""\,""pid"":""bt:172""\,""label"":""Lijkenhuis Vereniging Jang Seng Ie""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1938}\,{""role"":""has architect""\,""pid"":""bt:175""\,""label"":""Kantoorgebouw Ministerie van landbouw""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":""1957-1958""}\,{""role"":""has architect""\,""pid"":""bt:198""\,""label"":""Paviljoen kinderkliniek Vereniging Jang Seng Ie""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1938}\,{""role"":""has architect""\,""pid"":""bt:201""\,""label"":""Polikliniek ziekenhuis 'Husasa'""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1960}\,{""role"":""has architect""\,""pid"":""bt:234""\,""label"":""School Tjikini""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1961}\,{""role"":""has architect""\,""pid"":""bt:23""\,""label"":""Rooms-katholieke kerk Jakarta""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1964}\,{""role"":""has architect""\,""pid"":""bt:290""\,""label"":""Woonhuis Hioe Tjo Joeng""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1948}\,{""role"":""has architect""\,""pid"":""bt:293""\,""label"":""Woonhuis Sih Khik Yauw""\,""place"":{""pid"":""gn:1627896""\,""$"":""Semarang""}\,""date"":1936}\,{""role"":""has architect""\,""pid"":""bt:299""\,""label"":""Woonhuis Han Tiauw Tjong""\,""place"":{""pid"":""gn:1627896""\,""$"":""Semarang""}\,""date"":1932}\,{""role"":""has architect""\,""pid"":""bt:304""\,""label"":""Woonhuis Sih Seng Thau""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1951}\,{""role"":""has architect""\,""pid"":""bt:305""\,""label"":""Woonhuis Liem Mo Djan""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1941}\,{""role"":""has architect""\,""pid"":""bt:30""\,""label"":""Stadion Ikada""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1951}\,{""role"":""has architect""\,""pid"":""bt:310""\,""label"":""Woonhuis Poendok Pajoeng""\,""place"":{""pid"":""gn:1627896""\,""$"":""Semarang""}\,""date"":1932}\,{""role"":""has architect""\,""pid"":""bt:311""\,""label"":""Woonhuis Van Duinen""\,""place"":{""pid"":""gn:1627896""\,""$"":""Semarang""}\,""date"":1941}\,{""role"":""has architect""\,""pid"":""bt:312""\,""label"":""Woonhuis Tan Liang Hoey""\,""place"":{""pid"":""gn:1631766""\,""$"":""Pekalongan""}\,""date"":1938}\,{""role"":""has architect""\,""pid"":""bt:316""\,""label"":""Woonhuis Yap Yan Pin""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1954}\,{""role"":""has architect""\,""pid"":""bt:318""\,""label"":""Woonhuizen Koninklijke Luchtvaart Maatschappij""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1952}\,{""role"":""has architect""\,""pid"":""bt:324""\,""label"":""Ziekenhuis Karang Pandjang""\,""place"":{""pid"":""gn:1651530""\,""$"":""Kota Ambon""}\,""date"":1964}\,{""role"":""has architect""\,""pid"":""bt:37""\,""label"":""Bioscoop Jakarta""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1964}\,{""role"":""has architect""\,""pid"":""bt:59""\,""label"":""Departement van Landspolitie""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1956}\,{""role"":""has architect""\,""pid"":""bt:5""\,""label"":""Ziekenhuis Sin Ming Hui administratiegebouw""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1954}\,{""role"":""has architect""\,""pid"":""bt:62""\,""label"":""Woonhuis directeur Bank Indonesia""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1954}\,{""role"":""has architect""\,""pid"":""bt:75""\,""label"":""Woningen Hong Kong and Shanghai Banking Corperation""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1954}\,{""role"":""has architect""\,""pid"":""bt:91""\,""label"":""Gemeentelijk zwembad""\,""place"":{""pid"":""gn:1631766""\,""$"":""Pekalongan""}\,""date"":1941}]\,""Organization"":[{""role"":""worked here""\,""pid"":""po:43""\,""label"":""Bureau van B.J. Ouëndag""}\,{""role"":""worked here""\,""pid"":""po:48""\,""label"":""M. de Klerk\, Gulden en Geldmaker\, Ed. Cuypers""}\,{""role"":""studied here""\,""pid"":""po:73""\,""label"":""Technische Hogeschool Delft""}\,{""role"":""studied here""\,""pid"":""po:76""\,""label"":""Ecole des Beaux Arts""}\,{""role"":""studied here""\,""pid"":""po:77""\,""label"":""Yenching University""}]\,""TownPlan"":{""role"":""has architect""\,""pid"":""bt:342""\,""label"":""Stedenbouwkundig plan Buitenzorg Oost""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}}}}",Semarang,po:190,Semarang,,po:190,"Liem, B.T.",collection:koloniaal_erfgoed,,1754747766819520512,"Liem Bwan Tjie,Liem\, B.T.,Architects who worked in Dutch colonies,Bureau van B.J. Ouëndag,Bureau van B.J. Quendag,M. de Klerk\, Gulden en Geldmaker\, Ed. Cuypers,Technische Hogeschool Delft,Ecole des Beaux Arts,Yenching University",2014-01-30T09:12:57.535Z,,
1909,Person,,architects,2014-03-17T14:52:14.959Z,,,"{""pid"":""po:139""\,""type"":""Person""\,""label"":""Dicke\, F.""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""birthDate"":""1909-12-19""\,""concept"":{""pid"":""aat:300024987""\,""$"":""architects""}\,""group"":""Architects who worked in Dutch colonies""\,""isPrimaryTopicOf"":{""url"":""http:\\/\\/zoeken.nai.nl\\/CIS\\/persoon\\/6124""}\,""name"":""Dicke\, Frederik""\,""prefName"":""Dicke\, F.""}\,""items"":{""Organization"":{""role"":""worked here""\,""pid"":""po:58""\,""label"":""N.V. Architecten-Ingenieursbureau Fermont te Weltevreden en Ed. Cuypers te Amsterdam""}}}",,po:139,,,po:139,"Dicke, F.",collection:koloniaal_erfgoed,,1754747766637068288,"Dicke\, Frederik,Dicke\, F.,Architects who worked in Dutch colonies,N.V. Architecten-Ingenieursbureau Fermont te Weltevreden en Ed. Cuypers te Amsterdam",2014-01-28T14:09:15.775Z,,
"",Person,,architects,2014-01-30T10:22:13.509Z,,,"{""pid"":""po:220""\,""type"":""Person""\,""label"":""Pieters\, L.R.""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300024987""\,""$"":""architects""}\,""group"":""Architects who worked in Dutch colonies""\,""prefName"":""Pieters\, L.R.""}\,""items"":null}",,po:220,,,po:220,"Pieters, L.R.",collection:koloniaal_erfgoed,,1754747766888726528,"Pieters\, L.R.,Architects who worked in Dutch colonies",2014-01-30T10:22:10.012Z,,
"",Person,,architects,2014-01-30T09:09:38.498Z,,,"{""pid"":""po:187""\,""type"":""Person""\,""label"":""Lapian\, B.J.""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300024987""\,""$"":""architects""}\,""group"":""Architects who worked in Dutch colonies""\,""prefName"":""Lapian\, B.J.""}\,""items"":null}",,po:187,,,po:187,"Lapian, B.J.",collection:koloniaal_erfgoed,,1754747958298935296,"Lapian\, B.J.,Architects who worked in Dutch colonies",2014-01-30T09:09:35.122Z,,
"",Person,,architects,2014-01-30T10:09:01.064Z,,,"{""pid"":""po:212""\,""type"":""Person""\,""label"":""Nijholm\, P.A.""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300024987""\,""$"":""architects""}\,""group"":""Architects who worked in Dutch colonies""\,""prefName"":""Nijholm\, P.A.""}\,""items"":null}",,po:212,,,po:212,"Nijholm, P.A.",collection:koloniaal_erfgoed,,1754747958391209984,"Nijholm\, P.A.,Architects who worked in Dutch colonies",2014-01-30T10:08:57.515Z,,
"1886,1947",Person,,architects,2014-03-17T15:07:22.861Z,,,"{""pid"":""po:150""\,""type"":""Person""\,""label"":""Essen\, H. von""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""birthDate"":""1886-04-11""\,""birth place"":{""pid"":""gn:1625822""\,""$"":""Surabaya""}\,""concept"":{""pid"":""aat:300024987""\,""$"":""architects""}\,""deathDate"":""1947-07-07""\,""death place"":{""pid"":""gn:2747373""\,""$"":""The Hague""}\,""group"":""Architects who worked in Dutch colonies""\,""name"":""Essen\, Hein von""\,""prefName"":""Essen\, H. von""}\,""items"":{""Building"":{""role"":""has architect""\,""pid"":""bt:258""\,""label"":""School Tot Opleiding Voor Inlandse Artsen""\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""date"":1919}\,""Organization"":{""role"":""worked here""\,""pid"":""po:24""\,""label"":""Algemeen Ingenieurs- en Architecten Bureau (Jakarta)""}}}","Surabaya,The Hague",po:150,"Surabaya,The Hague,Den Haag,The Hague",,po:150,"Essen, H. von",collection:koloniaal_erfgoed,,1754748328638152704,"Essen\, Hein von,Essen\, H. von,Architects who worked in Dutch colonies,Algemeen Ingenieurs- en Architecten Bureau (Jakarta),A.I.A.,A.I.A.-bureau\, Jakarta",2014-01-28T14:35:21.487Z,,
