date,type,title,f_concept,recordModified,latLong,f_location,json,f_place,id,place,RELS_EXT_isSequenceNumber_literal_ms,PID,label,collection,text_nodes_HOCR_hlt,_version_,name,recordCreated,location,RELS_EXT_isMemberOf_uri_ms
1937,Building,,villas,2014-05-19T14:30:02.207Z,"-6.892477\,107.612704",,"{""pid"":""bt:275""\,""type"":""Building""\,""label"":""Villa""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300005517""\,""$"":""villas""}\,""date completed"":1937\,""geo"":{""citySection"":[""Dagoweg 113""\,""Jalan H. Juanda""]}\,""latitude"":-6.892477\,""longitude"":107.612704\,""place"":{""pid"":""gn:1650357""\,""$"":""Bandung""}\,""subTitle"":""De drie locomotieven""\,""title"":""Villa""}\,""items"":{""Person"":{""role"":""architect of""\,""pid"":""po:103""\,""label"":""Aalbers\, A.F.""}}}",Bandung,bt:275,"Dagoweg 113,Jalan H. Juanda,Bandung",,bt:275,Villa,collection:koloniaal_erfgoed,,1754744445398417408,"De drie locomotieven,Villa,Aalbers\, A.F.,Aalbers\, Albert Frederik",2014-03-17T12:31:35.243Z,,
1942,Building,,,2014-02-18T15:42:22.491Z,,,"{""pid"":""bt:35""\,""type"":""Building""\,""label"":""Bebouwing Brandweerterrein""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""date completed"":1942\,""place"":{""pid"":""gn:1633070""\,""$"":""Palembang""}\,""title"":""Bebouwing Brandweerterrein""}\,""items"":{""Person"":{""role"":""architect of""\,""pid"":""po:196""\,""label"":""Lüning\, H.""}}}",Palembang,bt:35,Palembang,,bt:35,Bebouwing Brandweerterrein,collection:koloniaal_erfgoed,,1754744445470769152,"Bebouwing Brandweerterrein,Lüning\, H.,Lüning\, Hans",2014-02-17T10:24:17.562Z,,
"",Building,,processing plants,2014-09-15T13:50:02.929Z,,,"{""pid"":""bt:418""\,""type"":""Building""\,""label"":""Rubberherbereidingsfabriek Hook Lie""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300164121""\,""$"":""processing plants""}\,""place"":{""pid"":""gn:1214520""\,""$"":""Medan""}\,""title"":""Rubberherbereidingsfabriek Hook Lie""}\,""items"":null}",Medan,bt:418,Medan,,bt:418,Rubberherbereidingsfabriek Hook Lie,collection:koloniaal_erfgoed,,1754744592959275008,Rubberherbereidingsfabriek Hook Lie,2014-09-15T13:49:10.469Z,,
"",Building,,markets (buildings),2015-01-14T13:40:03.658Z,,,"{""pid"":""bt:482""\,""type"":""Building""\,""label"":""Groentemarkt Medan""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300005238""\,""$"":""markets (buildings)""}\,""place"":{""pid"":""gn:1214520""\,""$"":""Medan""}\,""title"":""Groentemarkt Medan""}\,""items"":null}",Medan,bt:482,Medan,,bt:482,Groentemarkt Medan,collection:koloniaal_erfgoed,,1754744622191476736,Groentemarkt Medan,2015-01-14T13:33:12.424Z,,
"",Building,,schools (buildings),2015-01-16T15:10:03.952Z,,,"{""pid"":""bt:495""\,""type"":""Building""\,""label"":""HKS Bandoeng""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300006495""\,""$"":""schools (buildings)""}\,""place"":{""pid"":""gn:1650357""\,""$"":""Bandung""}\,""subTitle"":[""MOSVIA (Middelbare Opleidingsschool voor Inlandse Ambtenaren)""\,""Hogere Kweekschool""]\,""title"":""HKS Bandoeng""}\,""items"":null}",Bandung,bt:495,Bandung,,bt:495,HKS Bandoeng,collection:koloniaal_erfgoed,,1754744525628112896,"MOSVIA (Middelbare Opleidingsschool voor Inlandse Ambtenaren),Hogere Kweekschool,HKS Bandoeng",2015-01-16T15:02:30.983Z,,
1933,Building,,office buildings,2014-06-12T08:00:02.850Z,,,"{""pid"":""bt:155""\,""type"":""Building""\,""label"":""Kantoorgebouw Nederlands-Indische Levensverzekering- en Lijfrente Maatschappij Batavia""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300007043""\,""$"":""office buildings""}\,""date completed"":1933\,""geo"":{""citySection"":""Benedenstad Batavia (district)""}\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""subTitle"":[""Nederlands-Indische Levensverzekering- en Lijfrente Maatschappij""\,""Nederlands-Indische Levensverzekering- en Lijfrente Maatschappij""\,""NILLMIJ""\,""NILLMY""\,""Nederlandsch-Indische Levensverzekering- en Lijfrente Maatschappy Bank BNI""]\,""title"":""Kantoorgebouw Nederlands-Indische Levensverzekering- en Lijfrente Maatschappij Batavia""}\,""items"":{""Person"":{""role"":""architect of""\,""pid"":""po:274""\,""label"":""Wolff Schoemaker\, C.P.""}}}",Jakarta,bt:155,"Benedenstad Batavia (district),Jakarta,Jakarta",,bt:155,Kantoorgebouw Nederlands-Indische Levensverzekering- en Lijfrente Maatschappij Batavia,collection:koloniaal_erfgoed,,1754744557593952256,"Nederlands-Indische Levensverzekering- en Lijfrente Maatschappij,Nederlands-Indische Levensverzekering- en Lijfrente Maatschappij,NILLMIJ,NILLMY,Nederlandsch-Indische Levensverzekering- en Lijfrente Maatschappy Bank BNI,Kantoorgebouw Nederlands-Indische Levensverzekering- en Lijfrente Maatschappij Batavia,Wolff Schoemaker\, C.P.,Wolff Schoemaker\, Ch. P.,Wolff Schoemaker\, Charles Prosper",2014-03-07T15:18:35.386Z,,
1908,Building,,schools (buildings),2014-06-03T15:20:02.689Z,,,"{""pid"":""bt:41""\,""type"":""Building""\,""label"":""Broederschool""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300006495""\,""$"":""schools (buildings)""}\,""date completed"":1908\,""geo"":{""citySection"":[""Medan Merdeka Timur""\,""Koningsplein Oost""]}\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""title"":""Broederschool""}\,""items"":{""Person"":{""role"":""architect of""\,""pid"":""po:205""\,""label"":""Moojen\, P.A.J.""}}}",Jakarta,bt:41,"Medan Merdeka Timur,Koningsplein Oost,Jakarta,Jakarta",,bt:41,Broederschool,collection:koloniaal_erfgoed,,1754744557800521728,"Broederschool,Moojen\, P.A.J.,Moojen\, Pieter Adrianus Jacobus",2014-02-17T10:49:15.510Z,,
1960,Building,,hospitals,2014-03-12T14:42:36.262Z,,,"{""pid"":""bt:201""\,""type"":""Building""\,""label"":""Polikliniek ziekenhuis 'Husasa'""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300006676""\,""$"":""hospitals""}\,""date completed"":1960\,""geo"":{""citySection"":""Jalan Raya Mangga Besar""}\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""title"":""Polikliniek ziekenhuis 'Husasa'""}\,""items"":{""Person"":{""role"":""architect of""\,""pid"":""po:190""\,""label"":""Liem\, B.T.""}}}",Jakarta,bt:201,"Jalan Raya Mangga Besar,Jakarta,Jakarta",,bt:201,Polikliniek ziekenhuis 'Husasa',collection:koloniaal_erfgoed,,1754744557693566976,"Polikliniek ziekenhuis 'Husasa',Liem\, B.T.,Liem Bwan Tjie",2014-03-12T14:42:32.985Z,,
"",Building,,markets (buildings),2015-01-14T13:50:02.887Z,,,"{""pid"":""bt:485""\,""type"":""Building""\,""label"":""Pasar Malam Malang""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300005238""\,""$"":""markets (buildings)""}\,""place"":{""pid"":""gn:1636722""\,""$"":""Malang""}\,""title"":""Pasar Malam Malang""}\,""items"":null}",Malang,bt:485,Malang,,bt:485,Pasar Malam Malang,collection:koloniaal_erfgoed,,1754744310713024512,Pasar Malam Malang,2015-01-14T13:45:33.718Z,,
"",Building,,office buildings,2014-10-07T15:20:01.991Z,,,"{""pid"":""bt:471""\,""type"":""Building""\,""label"":""Kantoorgebouw Handel Maatschappij Ley Chiong""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300007043""\,""$"":""office buildings""}\,""geo"":{""citySection"":""Kali Besar""}\,""place"":{""pid"":""gn:1642911""\,""$"":""Jakarta""}\,""title"":""Kantoorgebouw Handel Maatschappij Ley Chiong""}\,""items"":null}",Jakarta,bt:471,"Kali Besar,Jakarta,Jakarta",,bt:471,Kantoorgebouw Handel Maatschappij Ley Chiong,collection:koloniaal_erfgoed,,1754744502789079040,Kantoorgebouw Handel Maatschappij Ley Chiong,2014-10-07T15:11:51.365Z,,
1913,Building,,office buildings,2014-10-07T15:20:02.213Z,,,"{""pid"":""bt:472""\,""type"":""Building""\,""label"":""Kantoorgebouw Firma Lindeteves-Stokvis Semarang""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300007043""\,""$"":""office buildings""}\,""date completed"":""1913 (circa)""\,""place"":{""pid"":""gn:1627896""\,""$"":""Semarang""}\,""title"":""Kantoorgebouw Firma Lindeteves-Stokvis Semarang""}\,""items"":null}",Semarang,bt:472,Semarang,,bt:472,Kantoorgebouw Firma Lindeteves-Stokvis Semarang,collection:koloniaal_erfgoed,,1754744597240610816,Kantoorgebouw Firma Lindeteves-Stokvis Semarang,2014-10-07T15:15:45.904Z,,
1935,Building,,monasteries,2014-06-04T14:00:03.306Z,,,"{""pid"":""bt:54""\,""type"":""Building""\,""label"":""Clarisaklooster""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300000641""\,""$"":""monasteries""}\,""date completed"":1935\,""place"":{""pid"":""gn:1646893""\,""$"":""Cicurug""}\,""title"":""Clarisaklooster""}\,""items"":{""Person"":{""role"":""architect of""\,""pid"":""po:216""\,""label"":""Oyen\, J.Th. van""}}}",Cicurug,bt:54,Cicurug,,bt:54,Clarisaklooster,collection:koloniaal_erfgoed,,1754744557921107968,"Clarisaklooster,Oyen\, J.Th. van",2014-02-17T13:15:20.430Z,,
"",Building,,stores,2014-08-19T14:50:02.312Z,,,"{""pid"":""bt:401""\,""type"":""Building""\,""label"":""Warenhuis Handels Vereniging Onderling Belang""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300005283""\,""$"":""stores""}\,""geo"":{""citySection"":[""Pasar Besar""\,""Oude Comedieweg""]}\,""place"":{""pid"":""gn:1625822""\,""$"":""Surabaya""}\,""title"":""Warenhuis Handels Vereniging Onderling Belang""}\,""items"":null}",Surabaya,bt:401,"Pasar Besar,Oude Comedieweg,Surabaya",,bt:401,Warenhuis Handels Vereniging Onderling Belang,collection:koloniaal_erfgoed,,1754744269275398144,Warenhuis Handels Vereniging Onderling Belang,2014-08-19T14:45:00.363Z,,
"",Building,,post offices,2015-01-29T15:20:09.818Z,,,"{""pid"":""bt:549""\,""type"":""Building""\,""label"":""Telegraafkantoor Soerabaja""\,""datastream-ID"":[""OBJ""\,""TECHMD""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300006036""\,""$"":""post offices""}\,""geo"":{""citySection"":""Sociëteitsstraat""}\,""place"":{""pid"":""gn:1625822""\,""$"":""Surabaya""}\,""title"":""Telegraafkantoor Soerabaja""}\,""items"":null}",Surabaya,bt:549,"Sociëteitsstraat,Surabaya",,bt:549,Telegraafkantoor Soerabaja,collection:koloniaal_erfgoed,,1754744822402383872,Telegraafkantoor Soerabaja,2015-01-29T15:18:13.018Z,,
1920,Building,,schools (buildings),2014-10-14T10:14:40.160Z,"-7.265188\,112.758621",,"{""pid"":""bt:182""\,""type"":""Building""\,""label"":""Nederlands-Indische Artsen School Surabaya""\,""datastream-ID"":[""TECHMD""\,""OBJ""\,""TN""\,""MEDIUM_SIZE""]\,""meta"":{""concept"":{""pid"":""aat:300006495""\,""$"":""schools (buildings)""}\,""date completed"":1920\,""geo"":{""citySection"":""Prof Mustopo""}\,""latitude"":-7.265188\,""longitude"":112.758621\,""place"":{""pid"":""gn:1625822""\,""$"":""Surabaya""}\,""subTitle"":""NIAS""\,""title"":""Nederlands-Indische Artsen School Surabaya""}\,""items"":{""Image"":{""role"":""has subject""\,""pid"":""uuid:8444da3b-e9f3-4555-b70c-bfc9fbdfd624""\,""label"":""Nederlands-Indische Artsenschool te Surabaya\, Java\, ontworpen door ir Wiemans""\,""date"":""voor\\/before""}\,""Person"":{""role"":""architect of""\,""pid"":""po:272""\,""label"":""Wiemans\, F.L.""}}}",Surabaya,bt:182,"Prof Mustopo,Surabaya",,bt:182,Nederlands-Indische Artsen School Surabaya,collection:koloniaal_erfgoed,,1754744871298531328,"NIAS,Nederlands-Indische Artsen School Surabaya,Wiemans\, F.L.",2014-03-11T12:43:45.463Z,,
